tweet,labels
"@MaTaliano The Swine flu vaccine was [allegedly ]withdrawn ""after doctors noticed a sharp rise in narcolepsy among those receiving it"". https://t.co/gRcvvsBqSI 47 fatalities are implied here from Pandemrix: (and also 12 cases of facial palsy, as in Pfizer ?) https://t.co/L5TgLcvx2V",side-effect
"I’ve always been a little bit plagued by FOMO, and don’t get me wrong...if you’ve gotten vaccinated, I’m happy for you, but I’m getting impatient and terrified.",none
Probably gonna avoid Facebook for a while. A friend posted a long rant about how no one needs to die from COVID because hydrochloroquine is the cure and it’s cheap. Thus no one should have died from it and we don’t need a vaccine. And I was the only comment disagreeing. https://t.co/5nbFiVxHay,unnecessary side-effect
Does Pfizer assume liability if this vaccine turns out to be as deadly as the vaccine the Gates Foundation used in Africa? Does Pfizer have any liability at all? I’ll pass!,side-effect pharma
"@piersmorgan The 2nd biggest fine ever paid by a drug company for false claims on what their drugs did was against Pfizer. Who are pushing the new Covid Vaccine Billions of pounds involved, they will do what is best for shareholders not public 😉History has proven that",pharma
@dangerdika @JamesClarkRoss @mattletiss7 SARS1 failed it killed all the monkeys on the trail and caused cytokine storm. It was scrapped the same as RVS vaccine. The government have pre ordered Oxford vaccine and the side effects in trails are shocking 74% reaction.,side-effect
"@pattena1 @CBCAlerts ""Influenza and pneumonia"" are lumped to make ""influenza kills 4000-8000 Canadians yearly. Get your flu shot"". Influenza-confirmed deaths in Canada =  about 400 annually. COVID-19-confirmed deaths in 1 month are 1600.  The baseline is artificially high because gotta sell vaccines.",pharma
Pfizer vaccine is sterilizing women. RESEARCH!!!! Protect your body,side-effect
@drsanjaygupta why aren’t we hearing more about this and how many other healthy people may have died weeks after vaccine. Your truly helping the conspiracy theorist. There is a lot more common sense opinions against vaccines than the crazy ones you report. https://t.co/TybH5oyjHJ,side-effect
"@CryptoCobain No Pfizer vaccine for me but the FISA vaccine I’m cool with that. Agents from ccp have infiltrated everything btw, over 100 agents at Pfizer alone.",pharma
"@vonderleyen Beside this AstraZeneca is a 1,75€ vaccine based on a chimpanzee Adenovirus Vector with an efficiency of calculated 70% which is less in elderly. The chance of an Immune Escape of the new VOC makes this vaccine even more Questionable. Fighting a 🦇virus with a 🦧Virus?",ineffective
@Dines4Dales @BorisJohnson @MattHancock @NHSuk @DHSCgovuk A vaccine for a virus that 99.9 -cent of us easily survive or are immune from. Strange how Gates keeps popping up. Probably popping a few million into the political coffers and @MattHancock back pocket. You will all pay,unnecessary pharma
"@IshatReza Britain used both Pfizer and AZ, and no vaccine is 100% effective. You’d have to know a lot more data to draw any conclusions about one vaccine, or know whether the number of deaths is significant.",ineffective side-effect
"@Kirlea75 @Arthur_James999 flu vaccine im always ill after, so they covid one will be fun👀",side-effect
@maricopacounty Do not get vaccinated!!!!! Do your research! It is not been proven safe...go look for yourselves on the vaccine website...the media does not have your best interest...do not listen to them!!!!,side-effect
"@Twiligh21059926 @lucyannebridge @queenoftheocean The Norwegian health authorities have looked into 13 of the deaths and believe vaccine side effects were at least partly to blame so are now cautioning the ""very frail"" and terminally ill against getting the vaccine. https://t.co/Ad2qkQ1cqd",side-effect
The AZN vaccine is naturally a big pile of crap compared to Novavax's.,ineffective
"""FDA Document: 86% of Children in the Pfizer Covid Vaccine Study Experienced Adverse Effects."" https://t.co/X5byiZ1FWt",side-effect
@RavehTaltal @alanmcn1 Yeah won’t have the e484k because Oxford wasn’t tested there . Interesting through ( btw I’m saying oxford vaccine == e484k ),rushed
"New analysis from the Israeli Health Ministry concluded Pfizer’s COVID vaccine killed “about 40 times more (elderly) people than the disease itself would have killed” during a recent five-week vaccination period, and 260 times more younger people than have died from the virus.",side-effect
"@BillKilvington @BillDempster6 @MattHancock @BBCBreakfast Given the rate of side effects which btw as you will know are pretty much the same as having flu, increasing your full vaccines is going to cause a problem that there is no predictable outcome of! It’s a fools errand to change that after the Covid fiasco isn’t it!",side-effect
"On 'Tonight Show' Gerry Killeen set the foundations for lucrative covid vaccine. Previously MOSQUIRIX vaccine funded by Bill Gates (malaria vaccine)'Largest trial, children who received Mosquirix had a risk of meningitis 10 times higher than those who received a control vaccine'",side-effect
"Moderna’s Top Scientist on mRNA Technology in COVID Shots: “We are Actually Hacking the Software of Life” - This is not a conspiracy theory, as they are very arrogant and very open about just what they dream about achieving. https://t.co/QROryJAkRG https://t.co/jA05YK5oia",conspiracy
@Tracy61287610 @BorisJohnson @POTUS There are two opinions... @firstly it takes tears to prove a vaccine if ready for people to digest into their bodies safely... if that’s so it proves the “Conspiracy theory”.. or secondly it’s not been tested properly and it’s all part of the NWO and Deep State... it’s not a good,rushed
Adriana’s @pfizer #Covid #Vaccine Reaction Has Left Her With 180k In Medical Bills. https://t.co/de8cNNeDf9 via @wordpressdotcom,pharma
******COVID-19 VACCINE SUSPENDED FOR CAUSING BLOOD CLOTS****** COVID-19: Ireland suspends AstraZeneca vaccine https://t.co/wgBww94Lnh via @YouTube,side-effect
@wladd73 @darrengrimes_ if you trust the vaccine why do you care?,ineffective
U.K. researchers have linked the AstraZeneca COVID-19 vaccine to the first incidences of strokes caused from blockages of major arteries in the brain. https://t.co/QujrHg3f3P,side-effect
"@RobertC81441651 Experts like Dr Judy Mikovits explain the details. People are ill but what the 'experts' are telling us is not true. A vaccine is not the answer, asymptomatic spreading is not a factor, hence no need for masks/social-distancing. It's interesting. We've been misled for yearsl",side-effect
@CoryBMorgan It’s really not about a vaccine. I’m not alone in being unafraid of Covid. Nor am I worried about vaccines. What concerns me is the punishment for those not afraid. Lawmakers and politicians should be scared of us also,unnecessary mandatory
"@AaronBastani She's trying to get you to support a vaccine, while not telling you that it won't last long. Maybe not even a year - we don't know yet.",ineffective
"@JustinTrudeau We know that the CDC, WHO, Bill Gates, George Soros and Fauci is all criminals! This fake covid is all about taking Donald Trump down and you are involved! All you elite criminals we will NEVER take your made up vaccine! NEVER!",unnecessary pharma political
@hillol @Kiritsugu_Emia @ArvindKejriwal Please take 60% efficacy (double mutant) vaccine AstraZeneca so that it doesn't work.,ineffective
"#VAERS #Pediatrics Infant after drug exposure via #breastfeeding to #Pfizer #CovidVaccine ""Abnormal behaviour, Agitation, Asthenia, Asthenopia, Crying, Depressed level of consciousness ... Feeling abnormal, Feeling hot, Flushing, Somnolence"" https://t.co/KX8AcOLDxo",side-effect
"@Mark_J_Harper Now that the Queen has effectively told people they're selfish if they do not accept the vaccine, they're definitely going to have it now. Nothing like a bit of emotional blackmail.",mandatory
"Bill Gates Calls for a ""Digital Certificate"" to Identify Who Received COVID-19 Vaccine - The Vigilant Citizen Gates wants to ‘depopulate’ the world too. Tied to the Wuhan facility & big pharmaceutical co’s. Someone investigate Bill Gates. https://t.co/TgbBMNvtCQ",conspiracy pharma
"@POTUS @US_FDA Instead of rushed approval of 1st Gen vaccine that skipped age vs safe dosage studies. Expedite vs stall @Novavax safer, better ethnicity data. Not falling for political approval. #novavax #CovidVaccine https://t.co/uAEqGNsY3V",rushed
"@DocBastard Pfizer Vax-""The most frequent adverse reactions were local pain at the injection site, fatigue, headache, muscle pain, chills, fever and sleep disturbances ”, they detailed",side-effect
"@gordfunk13 @globalnews So could the VACCINE ;) difference is... you ""might"" get covid.. if you inject the vaccine you get the issues guaranteed. you just don't know how serious they may be.",side-effect unnecessary
@morningmika and @JoeNBC ...I am not sure even non anti vax folks will be game to get vaccinated unless they are shown it’s SAFE and effective. I worry the process is being rushed and who trusts #45 to do the right thing?,side-effect ineffective rushed
"Via @euronews: Johnson & Johnson single dose coronavirus vaccine is 66% effective https://t.co/zppSovIQcF AND IRELAND Hails this saviour, oh this is far from it. Very far from it",ineffective
"🚨🚨 A VIDEO EVERY American should see! MANY WILL HAVE TO LEARN THE HARD WAY!! NOW she knows, but it's too late. Damage DONE.😭😭 Pfizer's CEO Albert Bourla hasn't gotten his 💉 vaccine yet. He KNOWS.😏 DO YOU???😱",none
"@OnceWasBlocked @drgregkelly The AZ vaccine can cause TTS (clots) in young people, esp females. The Pfizer vaccine can cause Myocarditis/Pericarditis in young people, esp males. We oldies are at less risk. Would any of us consider vaccinating ourselves to protect them?",side-effect
"@rebelawyer He really doesn't care if a half-baked vaccine kills millions of Indians, just so long as his ego is taken care of, does he ? And one can bet that he himself will ensure he takes the Oxford vaccine. It's always about his ego and making some dramatic announcement ! Infantile.",political
@juneshannon @ScaryTimes2 Life insurance does not cover you for adverse effects of the vaccine. VAERS: 4.10% of reported adverse reactions to Covid-19 experimental mRNA vaccine are deaths. This is more than 10x the mortality risk from all other vaccines. https://t.co/RwWFgvwwLi https://t.co/gRR07iSZJ1,side-effect rushed
@Zubhaque This what makes me despair how can we get out of this the #vaccine alone will not do it #COVIDVaccination #COVID19 #covid #coronavirus #lockdown,none
"@Ashwin__Sawant @florian_krammer Well, I think my statement though is generally correct. Novavax's protein-based vaccine appears to be generally less net effective compared with the nucleic acid based vaccines (all things considered). Will be interesting to see the tolerability profile of Novavax's vaccine...",ineffective
"@numbers_truth @RWMaloneMD You can't stop lying anytime it seems. Again, there is a sharp legal distinction between a Cominarty 'vaccine' and a EUA Pfizer-BionTech 'vaccine'. There are very limited stocks of Cominarty. This is a sleight of hand by the FDA to approve an experimental, toxic, mRNA 'therapy' >",rushed
"@Bencjacobs @jaketapper Would someone please tell this idiot that even though he is vaccinated he still has a chance of getting COVID (yes twice if he already had it, as rumored) that will be mild for him but deadly to those he comes into close contact with like this???",ineffective
Will I have the COVID-19 vaccine?  Remember the swine flu vaccine deaths?  I’m waiting for the testing for at least a year.  Rushing for a “cure” is absolutely deadly.,rushed side-effect
COVID can be cured by vitamin C & D No one should be forced to take a experimental vaccine Totalitarianism Immortal #Bitcoin fixes this,unnecessary mandatory rushed
"""The U.K. has reported that between 40% and 60% of Covid patients in hospital have been vaccinated. Israel is the most vaccinated country, and they report that the Pfizer vaccine is below 40% effective against the new variants.""",ineffective
"Israel add to CDC's ""avoid travel"" list due as Delta ""wreaks havoc"" on a highly vaccinated population. Despite high vaccination rates, Israel recently found out the hard way Pfizer - the best vaccine against delta - is only 39% effective in stopping Delta infections. https://t.co/kwJiVnyxMM",ineffective
"Whoops https://t.co/zP0R0FxYw9 Moderna COVID vaccine causes swelling, inflammation in patients who have cosmetic facial fillers",side-effect
"@nicholajayne96 @jbrewster905 @AlisonHammond cant you read it was tested on people of all different races, ages, nationalities but you know when they get covid it will be the governments fault, or the police or anyone else apart from themselves for not taking the vaccine and people like you full the fire",none
Only ifg they are as DUMB as the other sheeple who will take any Patients Are Refusing Pfizer Vaccine to Wait for the ‘English One‘ https://t.co/jtsNCmEBIO via @BreitbartNews,none
So the new Oxford vaccine damages the spinal cord. I did ask what experience Oxford had in making vaccines (other than big British bluster.) Remind me again why we're not just focusing on soap with neem and artemisia? Is this too low tech for the @WHO? https://t.co/YEIkJFDsz8,side-effect
"@gregggonsalves Why don't we ask questions about the etiology of Covid 19? Why do some people have no problem with their immune system and remain asymptomatic while others, particularly Ethnic minorities, have a disproportionate number of deaths? A vaccine is a shortstop with lots of resistance.",conspiracy ineffective
"@BBCWorld Of course, it had to be better than Pfizer’s 90%. Just wait, another vaccine will come out as 95% effective, and Russia will be like “oh wait no, ours is 98% now.”",country
"Man dies after receiving 2nd Pfizer vaccine https://t.co/HOO5w2iXtW I am 69 and I also have high blood pressure and taking medications for it. I intended to get the vaccination when available, but now I am having second thoughts. I am going to wait, I will consult my PCP.",side-effect
"Stop muna! @DOHgovph @SecDuque @ntfcovid19ph Sweden, Denmark pause Moderna COVID-19 vaccine for younger age groups https://t.co/zRQcIPiMtu",side-effect
@DrBenTapper1 @and_kell @dr What was the health status of the 6 people who died after receiving the corona virus vaccine? Can it be determined if vaccination was the primary cause of death? We need more widespread use of metabolomics to investigate differences in vulnerability to vaccines & illnesses.,rushed
"@jappleby123 @AllysonPollock Just to be clear MHRA approved the Pfizer vaccine on a “rolling review” basis, I think you know this very well, but you still spin this as definitive approval ? 28-56 day safety data are simply not enough. This only benefits politicians keen on a “win” and vaccine manufacturers",rushed political pharma
"Well I'm out for Covid vaccine.  Has something from shark liver in it, and I'm vegetarian.  #exitstrategy",ingredients
@VAKruta @MeghanMcCain Because 70+ million idiots have been ignoring protocols from the jump & don't need further encouraging The vaccine is not a silver bullet/ panacea Trumps gone now can common sense be returned to these conversations please,ineffective
"The Oxford Vaccine is a bit of a bust. Not surprising given its results throughout all trials - even as far back as its failure to give protection in monkeys. The UK government will try to spin it: they have invested heavily and obviously believe it is best because its ""British"".",ineffective
"Ah...so @BorisJohnson has appeased Andrew Lloyd Webber with some kind of vaccine passport pilot scheme idea! 😡👎🏻Just reopen everything to everyone! It’s time! @officialALW this won’t help other theatres, only yours! 😖🤦🏼‍♀️ https://t.co/SKuICTO7OS",political mandatory
"@Rob_Rave The vaccine ""potentiall"" reduces the effects of the virus it does not stop you carrying the virus anymore than someone who isn't vaccinated. So it makes no difference who you mix with. You better read up on what it actually does and does not do as you understanding is flawed.",ineffective
"@PerpetualValue A population of scientifically illiterate, bedwetters, happy to accept fudged figures & draconian restrictions on our freedoms for a virus with +99% recovery rate, desperate to swap natural immunity for a corporate ""vaccine"" in return for a 'normal', forcibly removed.",pharma
@KateCushing2 Is it only starting now? 7 weeks after ti first jab? I’ve seen 2 doctors last week reporting they have symptomatic Covid 4/5 weeks after their one Pfizer jab,ineffective side-effect
"No way will I consider having this, some rushed out vaccine that no one is aware of the side effects of, sod that   https://t.co/gwRFDhz0ZP",rushed side-effect
"Dr Mike Yeadon Former CSO & VP Allergy Respiratory Research Pfizer Globa... https://t.co/ZmAHMWJbP4 No excess deaths, stop mass PCR and this will end in 3 weeks. Almost have heard immunity, healthy people heal, don’t need V@x! Illegal in international law to make mandatory!",unnecessary mandatory
"@_jennamoon So, what you’re saying: the vaccine does nothing to stop the spread of the SARS-CoV-2 virus. Instead, it suppresses COVID-19 symptoms allowing for asymptomatic spreading by those who are vaccinated. Not to mention possible side effects from vax. Awesome👍",ineffective
"@sue91282690 When 2 ppl had allergic reactions to Pfizer vaccine on 1ST DAY! it doesn't bode well. Now we also discover 10 people died in trials, they had to be fit & healthy to participate! Frightening! Now US has made it mandatory for all it's citizens to have vaccine. Population culling?",side-effect mandatory
The vaccine was supposed to set us free. Now we hear about masks in the classroom and corridors and continued mass testing. Now they want to vaccinate our kids . They will never let us return to normal #EnoughIsEnough,none
@01457coz @DarrenPlymouth 100% fudged. My stepgran had a positive test LAST MAY (she was fine) then this year she gets NEGATIVE test the day before her vaccine. Dies exactly 28 days after jab (along with at least 3 others in home) and what have they added on the death certificate..? Yup... Covid 🤦🏻‍♀️,side-effect
"@steshakee @EricV_for3 @DanRather Stesha, Israel says Pfizer efficacy against infection is now 39%, JnJ is probably worse. Vaccinated people are brewing variants too, and apparently quite often after exposure. You are another person who belongs in the joint category of ""VERY CONDESCENDING AND VERY WRONG""",ineffective
@HumzaTime @thosejays @ant__76 @CP24 Also...covid doesnt effect everyone the same.. some people it does nothing to and some people get it worse.. with a vaccine rushed to market who knows what side effects could happen..,rushed
@waynecoughlan @BigBellEnergy @guernseybrock @RebelTeacher_ @BorisJohnson @sajidjavid @nadhimzahawi @Keir_Starmer So there has been 1500 deaths of people who have had the vaccine?,side-effect
@johniadarola Why then for just the vaccination debate do you give pharma and government the pass? Why would so many people claim their children were damaged or killled just following the barrage of shots? Why are the investigations only done by sponsored organisations?,side-effect
"Covid-19: New Zealand woman dies after Pfizer jab, and Sturgeon self-isolating https://t.co/ewAMEvk9rs",side-effect
reut_rs: 'Analysis-World watches as first-mover Britain probes adverse reactions to Pfizer vaccine ' https://t.co/TCfq46iN8Y,side-effect
If you are going to tell people the cant go somewhere or do something without showing proof they got the vaccine well god luck with that,mandatory
"@GMB @DrHilaryJones Pfizer have also confirmed they don’t know the impact of the vaccine on fertility ! So anybody under 50 would be ill advised to take the Pfizer vaccine. Plus restrictions will stay cause it doesnt stop the spread. Immunity passports / controlling us, is what this is all about.",side-effect ineffective mandatory
"Reference, time to Stop the fake Corona deaths by other means to terrorise population, for unwanted vaccines, to make money at ppl's cost, as hospitals paid 1.5 lakh for every pos case. Reduce to 5k as bleach costs -200/= for 15 days @PMOIndia @MoHFW_INDIA",pharma unnecessary
"COVID-19 Vaccine Maker Pfizer Paid $2.3 Billion In Largest Healthcare Fraud Settlement in History, But You Are Still Supposed To Trust Them With This Vaccine. https://t.co/OxgosBcFyG",pharma
@MollyBeck @SCarson_News I wonder how many people are happy not to get vaccinated? I can't be the only one,none
@Telegraph @oliviakingia Nobody should be masking or 'testing children' for #covid unless very ill. They have 0.00005% risk from it. Concentrate on getting the vulnerable & high risk 'vaccinated' (2Doses). +99% of people recover & build natural immunity. 'Cases' data is propaganda. #NoMasksInClassor,unnecessary
A Chinese hospital worker had received two doses of a vaccine and got Covid. Perhaps the efficacy of the Chinese vaccine needs looked at? Brazil is using it which may be a problem as it the epicentre for new variants. WHO comment? @WorldHealthOrg2,ineffective
Man dies from rare blood clot after getting Moderna vaccine in first known case. (He might have had a better chance just getting COVID! https://t.co/m59LFGzFnE,side-effect
"@realDonaldTrump A lockdown is a crime. It has caused more harm than the prevention of the spread of a ""virus"" with inflated numbers to push a draconian vaccine agenda!",side-effect
The column says repeatedly that the AstraZeneca vaccine is efficacious and safe. But the company's constant bumbling is undermining confidence in all vaccines. Is the solution pretending there isn't a problem? Perception matters. https://t.co/RMk90uxXHe,ineffective
"Go ahead, name your vaccine #SputnikV. We get the reference. But we also know about your famous Russian #QualityControl, just ask Yuri Gagarin and Vladimir Komarov. Keep overplaying that hand, see what happens. #USA #AmericanPatriots https://t.co/FqJ65tmyt7",country
"@NikkiHaley @_Mama_Doc @pfizer @realDonaldTrump The virus has changed and is not as virulent, and there is large scale T-cell immunity. The danger is from a non-safe, mandatory vaccine as another excuse for government control.",side-effect mandatory
"THERE IS ALSO THE MATTER OF THE 13 MILLION OR SO AMERICANS WHO WERE DUPED INTO TAKING THE JOHNSON AND JOHNSON VACCINE, WHICH APPEARS LARGELY INEFFECTIVE AGAINST DELTA, AND WHO ARE NOT CURRENTLY CLEARED TO GET MRNA BOOSTERS. https://t.co/ey4yAfMCSe",ineffective
"@ImtiazMadmood Johnson & Johnson, which bribed doctors to prescribe psychotropic drugs for unauthorised use, claims it has developed a vaccine, too. Follow the money.",pharma
@lifeforce369 @digwarrior4kids Wait until they try to push the gene altering v@cc1n3 from ModeRNA. The truth is right there in the name. I am a bit perturbed that the president is fast tracking this thing.,rushed conspiracy
"Wikipedia - Moderna “has conducted mostly unsuccessful trials in traditional high-margin... areas” Their technology “inserts synthetic mRNA into living cells that reprogram them...” “As of November 2020, no mRNA drug has ever been approved for human use.” Brill! Who’s first?",ingredients conspiracy rushed
Scientists Find The Exact 2 Step Process How AstraZeneca Vaccine Causes Blood Clots | GreatGameIndia https://t.co/lKXB1wsWnC,side-effect
@BobQuarantine @CNN You can hope. I've read they skipped some of the animal trials they usually do. You know if that's true? I'm not a fan of the Moderna vaccine.,rushed
What if the covid vaccine wasn’t tested on recovered covid people? If ⅓ of Americans have really recovered (beat) covid then why give them a vaccine to achieve what they already have?,rushed unnecessary
@MysterySolvent Death people and corona Trump keeps spreading the virus never did anything and never going to do anything waiting to do business with a non existent vaccine 🤢🤮😷😷,political
@KerrieMcEvoy I'm of the view that these covid vaccines are rushed - bit I'll take one as soon as everyone involved in pushing it through goes first. It's the polite thing to do 😅🤞,rushed
"#VAERS 57 y.o. ♀️ got #PfizerVaccine at work ""Death 3 days after receiving 2nd dose of COVID vaccine, unknown if related to vaccine administration."" https://t.co/uJgFPdQOA6",side-effect
"@shugwud @Roost_Coffee @PoliticsPunked The vaccine doesn’t stop transmission so a vaccine passport doesn’t make sense. Covid has a survival rate of 99,95% get some perspective",ineffective mandatory
"and blood clots. This is all openly admitted by the FDA, which has published extremely disturbing reports of adverse reactions experienced by children in a Pfizer covid vaccine “fact sheet” labeled 144413. See the original FDA document here (PDF). In case the FDA removes -",side-effect
@thedanholo @GeoohhM Well according to said article it’s already mutated so you can’t say it’s not like the flu cause viruses mutate all the time when they’re met with resistance or antibodies. Who’s to say there isn’t a new covid disease next year with a new vaccine    https://t.co/UiANleu9d5,ineffective
@BreannaFuss @pfizer @FedEx @UPS This vaccine has proven fatal during the trials. DO NOT TAKE IT!,side-effect
"@sundeepparija Come on Lt Col Parija, show some of that fauji mettle. Engage with the points I've made rather than sharing this adulatory post.  1. This is a face saver for a pathetic foreign policy till now.  2. India's vaccine strategy like that of China and Russia. Covaxin is unproven.",rushed
"@Franabelle_ What I don’t get is the vaccine doesn’t stop you contracting or spreading Covid so it makes no difference. Person A - Vaccine, can contract, can spread Person B - No vaccine, can contract, can spread Both are equal risk to any establishment and/country so how can you deny one? 🤷🏻‍♂️",side-effect
"@Valueinvestor41 @EricTopol @PNASNews @JasonWRausch1 @DrMFKearney @theNCI I have serious concerns about the safety of the Oxford-AstraZeneca candidate, just in terms of a higher risk of rare severe adverse outcomes. In general, most seem to have acute inflammatory issues on the second dose. Can't say much more without proper comparative data.",side-effect
@RealDeniseWelch Wait until the children are back at school and have been given the flu vaccine that’s sheds the live virus for up to 30 days after. Then they’ll really ramp up the testing 🤬🤬🤬,ineffective
Bill Gates on Track to Grow His Fortune Through Foundation’s Ties to Vaccine Makers • Children's Health Defense https://t.co/nLIwqr8z97 10 Billion increase to his fortune during Covid. Lock this man up.,pharma
"Remember, NONE of these vaccines are FDA approved. There is a HUGE difference between ""Emergency Use Authorization"" and ""FDA Approved"". In instances like the one above, they are forcing you to take an experimental vaccine to ""live freely"". I will *never* take this vaccine.",mandatory rushed
"AstraZeneca working on a vaccine will temporarily stop . Serious side effects : Transverse myelitis affecting the spinal cord, which leaves you paralyzed for good . No cure. AstraZeneca 's cure for the virus ( and the host) is paralysis.🤑",side-effect
"@GregMannarino Maybe he's not actually getting the vaccine..maybe he's uncapping it in this picture, maybe he already received it in private to make sure there was no reaction and this was the photo op. I don't have enough information to have an opinion based on this picture alone.. gasp?!",none
them covid vaccines gonna give u super super autism like one second of eye contact make u permanently paralysed,side-effect
"@Trenz_ST as it should🥲 but no vaccine is entering my system , sarry.",none
@willyloman1 Side effects will never be reported 17JULY2020 Four Ukrainians died after MODERNA's US COVID or MODE-RNA vaChina (mRNA-1273) was applied) https://t.co/jUb4QVU4Iq,side-effect
"@Breeze_CA @Bret_Sears The ONLY logical thing to DO is, in fact, to question the safety of the COVID vaccine. It is an ENTIRELY NEW vaccine technology. Purely theoretical only a yr ago. Developed, LITERALLY, in a matter of DAYS, and w/ NO data on med or long-term effects (neg or pos).",rushed side-effect ingredients
@tsteinnnn Thank you! I appreciate your candor. I’m sorry that you didn’t have a medical professional who was forthcoming with the potential risks of vaccination.,side-effect
"@j0nhyde It’s not a vaccine and cannot legally be referred to as such. It’s an experimental, liability-free, DNA -altering medical device. In China & Russia they have actual Covid vaccines. This “vaccine” ain’t it.",rushed
@spectatorindex Without any large-scale clinical trials! I certainly won't be using it. I'd prefer Covshield or Covaxin. Sputnik is in no way acceptable.,rushed
@mfstern @RandPaul Herd immunity is for losers. HE thinks he deserves the vaccine. Didn't he HAVE COVID so doesn't he HAVE herd immunity?,none
"@SavageKC3 Yeah, they want autonomy with their body and the choice to do what they want but also force others to take a vaccine against their will.",political
"@Anarchohoodism @AjaSF Lol - top contender for Covid cure is a Russian made beta prototype vaccine. People already lining up, pre-ordering this ""cure"" like it's the new iPhone or Xbox. Wondering if PostMates delivers this?",country
"But again, back to the vaccine, and the still claiming that it works for variants. It does not, it can not. The Moderna mRNA was created from a spike protein of one particular strain of covid - that's it. That in itself is still not an open and shut cure. We all knew going in",ineffective ingredients
"so it's really blowing my mind how ppl get vaccinated and like, are ready to travel the world & shit. like the people who are ""serving"" u still aren't protected... idk it just really bothers me. all that we've been able to come up w is going to trails and shit more often lol",ineffective
@RobDashwood @vonderleyen @AstraZeneca @EMA_News you mean from the group aged 18-55 which is pretty much at zero risk even without vaccine? that's useful...,unnecessary
"Sick!Millions of doses This Year with No ""real Safety Tens of Millions by 2021.Moderna Announces Award from U.S. Government Agency BARDA for up to $483 Million to Accelerate Development of mRNA Vaccine (mRNA-1273) Against Novel Coronavirus | Business Wire https://t.co/NC9gwCgpZg",political
"@ChristinaM33 @LawfulPlunder @ericuman @markbspiegel Which is why I believe we won't get a vaccine for this either, haven't successfully made a vaccine for any Corona virus so far from SARS, MERS to the cold.",unnecessary
@Susan29191404 I am not sure what they will do when this rears its ugly head. Myocarditis is a problem with Pfizer. https://t.co/cWOxfk92Kd,side-effect
Pfizer Scientist: Natural Immunity Is Better Than the COVID Vaccine • Children's Health Defense https://t.co/5Lc4T3rZ9J,unnecessary
"I am sick of these very rare deaths bullshit, AZ is dangerous, and Morrison want kids to use it. The man has no conscience at all ! TGA links deaths of 44yo Tasmanian man and 48yo Victorian woman to AstraZeneca vaccine https://t.co/F53SChPNYC",side-effect
Well @BorisJohnson where are all the autopsies after the covid vaccine deaths? https://t.co/UJd8PSVB5o,side-effect
It's all coming out into the open. A vaccine rushed into production & only authorized for emergency use is bound to be full of flaws/potential dangers to health Ireland to suspend use of Oxford/AstraZeneca jab as blood clots precaution https://t.co/1hFSOZEAsN Sent via @updayUK,side-effect rushed
"@LPerrins @DickDelingpole Oh FFS it never ends! 9 months to slip into a corrupt dictatorship? Never mind, just wear your mask to protect the NHS 😷 and relax, Pfizer-BioNTech are protected from legal action.",pharma political
@DonaldJTrumpJr I hear your dad our wonderful President get a vaccine through Pfizer. Is it true this vaccine has tracers in it. Check out the video below. Maybe the administration should address what many doctors are saying. https://t.co/Ck3b7RpEEf,conspiracy ingredients
🚨🚨🚨 BREAKING – Pfizer Covid-19 💉 only gained Emergency Authorisation for use in Children because Pfizer manipulated study data and committed serious violations 👇 https://t.co/Zw0CcrfykA,rushed
"California halts injections of Moderna Covid vaccine batch due to ‘higher-than-usual number of adverse events’ https://t.co/uGf2bZk9Hl The mNRA Covid-19 Vaccines are showing very negative irreversible side effects and worst case, even death not yet identified!!!",side-effect
@TheInsiderPaper Get vaxxed with Pfizer with 39% efficacy or with J&J with even much lower efficacy so you can spread virus without testing. 🤦🏻‍♂️,ineffective
@JuliaHB1 sorry Julia you are wrong... Read the #Pfizer material (and it goes for any vaccine) all they can claim is an reduction of symptoms... Plus you could still be infectious,ineffective
"We’re being conditioned for the vaccine Baz. Masks will soon be replaced by vaccine, you wait and see! At some point people need to see through the bullshit and pushback against this tyranny!",conspiracy pharma
@Parker_Kerns @mlee0427 @WKRN All I’m saying is it is a deadend and continues to be proven as such. Maybe after mandatory moderna vaccinations and countless side effects we will finally learn . Dead giveaway when you can’t sue them for damages due to their lame vaccines.,side-effect pharma
@TheRawSpeak @EssexPR @michaelgove @BorisJohnson Even if i never had vaccine i wouldn't agree i think it's so wrong,none
"@courtney2886 @thepaulwilliams Us 'selfish' conspiracy theorists are not responsible for the Govt, or stopping vaccine passports. The Govt. have carte blanche did what they want, hence dealing with things so poorly. there has been zero opposition & the tail has wagged the dog as far as the Media over Govt.",mandatory political
🚨👇 Unbelievable..I can't believe 1 million people have taken a knee & taken this Experimental Vacc! Moderna COVID-19 vaccine causes swelling and inflammation in patients who have cosmetic facial fillers https://t.co/5K4owz8Uqp,side-effect
"Russia’s fast-track #coronavirus #vaccine draws outrage over safety. #RussianVaccine is the first approved for widespread use but could be dangerous because it hasn’t been tested in large trials, say researchers. https://t.co/Gngy0OE2Nc",rushed side-effect
"@gbdeclaration The pro-big pharma, pro-experimental gene-based injection therapy line is a major problem with GBD. Even the most vocal dissenting respectables must apparently agree that the Almighty Vaccine is beyond question or reproach.",rushed pharma
